,training_loss_list,validation_loss_list,training_accuracy_list,validation_accuracy_list,duration_list,accuracy_list,confusion_matrix_list
0,"[1.5811740159988403, 0.526569128036499, 0.2679084539413452, 0.2524781823158264, 0.19142305850982666, 0.1550348401069641, 0.12202972918748856, 0.10645093023777008, 0.17829866707324982, 0.14792554080486298, 0.11853396147489548, 0.10521817952394485, 0.14986753463745117, 0.07500827312469482, 0.08259706944227219, 0.08942054957151413, 0.1981070339679718, 0.1584966629743576, 0.11702355742454529, 0.05826323851943016, 0.05582021549344063, 0.06329470127820969, 0.08326621353626251, 0.11102110892534256, 0.10294028371572495, 0.06981761753559113, 0.06596679240465164, 0.053469594568014145, 0.06753315031528473, 0.05310443043708801, 0.07323173433542252, 0.1700553148984909, 0.10710212588310242, 0.07300098985433578, 0.1591530591249466, 0.05776696652173996, 0.06383543461561203, 0.06976423412561417, 0.06201795116066933, 0.05798724293708801, 0.03626905009150505, 0.03810134157538414, 0.029221151024103165, 0.07059255242347717]","[0.8244554400444031, 0.2867741584777832, 0.16852958500385284, 0.3576114773750305, 0.11613918840885162, 0.19827331602573395, 0.24691565334796906, 0.1373848170042038, 0.1269782930612564, 0.1402430236339569, 0.1538127213716507, 0.2745412290096283, 0.17700058221817017, 0.10140120983123779, 0.17600539326667786, 0.1798025369644165, 0.28831568360328674, 0.16310785710811615, 0.14374440908432007, 0.17700280249118805, 0.20573966205120087, 0.135341078042984, 0.2330639362335205, 0.12121248245239258, 0.21654266119003296, 0.2211175262928009, 0.11543214321136475, 0.31996601819992065, 0.15698660910129547, 0.12221765518188477, 0.13098542392253876, 0.5140366554260254, 0.17093689739704132, 0.22118137776851654, 0.26020368933677673, 0.21195149421691895, 0.20616795122623444, 0.1892813742160797, 0.26892518997192383, 0.25043216347694397, 0.2457047551870346, 0.18875813484191895, 0.2617940306663513, 0.2464163601398468]","[0.36436596512794495, 0.812199056148529, 0.9052969217300415, 0.9101123809814453, 0.9309791326522827, 0.9470304846763611, 0.9534510374069214, 0.9695023894309998, 0.942215085029602, 0.9406099319458008, 0.9646869897842407, 0.961476743221283, 0.9470304846763611, 0.9678972959518433, 0.971107542514801, 0.9598715901374817, 0.9309791326522827, 0.9438202381134033, 0.9534510374069214, 0.971107542514801, 0.9743177890777588, 0.9743177890777588, 0.9678972959518433, 0.9630818367004395, 0.9582664370536804, 0.9678972959518433, 0.9727126955986023, 0.9775280952453613, 0.9775280952453613, 0.9759229421615601, 0.9759229421615601, 0.9454253315925598, 0.961476743221283, 0.9727126955986023, 0.9630818367004395, 0.9791332483291626, 0.9743177890777588, 0.9759229421615601, 0.9727126955986023, 0.9823434948921204, 0.9871588945388794, 0.9887640476226807, 0.9855538010597229, 0.9823434948921204]","[0.692307710647583, 0.8990384340286255, 0.9615384340286255, 0.8717948794364929, 0.9631410241127014, 0.9455128312110901, 0.9230769276618958, 0.9551281929016113, 0.9551281929016113, 0.9615384340286255, 0.9407051205635071, 0.9294871687889099, 0.9455128312110901, 0.9679487347602844, 0.9439102411270142, 0.9471153616905212, 0.9246794581413269, 0.9599359035491943, 0.9583333134651184, 0.9583333134651184, 0.9647436141967773, 0.9631410241127014, 0.9503205418586731, 0.9583333134651184, 0.9535256624221802, 0.9455128312110901, 0.9583333134651184, 0.9310897588729858, 0.9615384340286255, 0.9551281929016113, 0.9551281929016113, 0.7804487347602844, 0.9599359035491943, 0.9310897588729858, 0.9022436141967773, 0.9599359035491943, 0.9439102411270142, 0.9455128312110901, 0.9455128312110901, 0.9567307829856873, 0.9567307829856873, 0.9679487347602844, 0.9615384340286255, 0.9599359035491943]",24.360924005508423,0.9627403846153846,"[[146   6   0   0   1   0]
 [  3 156   3   0   0   0]
 [  0   1 151   0   0   0]
 [  0   0   0 112   7   0]
 [  0   0   0   6 115   0]
 [  0   0   0   0   4 121]]"
1,"[1.3423044681549072, 0.4499439597129822, 0.32322898507118225, 0.2698766589164734, 0.1759912073612213, 0.16281279921531677, 0.16509245336055756, 0.23621757328510284, 0.1133120134472847, 0.17226935923099518, 0.1588307023048401, 0.09265617281198502, 0.10729850828647614, 0.11059648543596268, 0.07591015845537186, 0.08613453060388565, 0.0877872034907341, 0.1470823585987091, 0.1697213500738144, 0.11994072049856186, 0.10133950412273407, 0.10240601003170013, 0.07631014287471771, 0.07733550667762756, 0.051325395703315735, 0.060952506959438324, 0.04325123131275177, 0.05282772332429886, 0.05070341378450394, 0.09702318906784058, 0.07470781356096268, 0.15696629881858826, 0.1928292214870453, 0.13754044473171234, 0.09229280054569244, 0.04290241375565529, 0.07172028720378876, 0.05609411373734474, 0.047704730182886124, 0.036159176379442215, 0.026078136637806892, 0.02280210331082344, 0.037578050047159195, 0.013088335283100605, 0.10607508569955826, 0.07769017666578293, 0.19122940301895142, 0.07818544656038284, 0.07122955471277237, 0.047406747937202454, 0.02969825640320778, 0.029434749856591225, 0.029860636219382286, 0.014428083784878254, 0.030825374647974968, 0.0196843259036541, 0.03079858608543873, 0.0622016042470932]","[0.9148780703544617, 0.7447083592414856, 0.3806473910808563, 0.43183791637420654, 0.18374893069267273, 0.18305769562721252, 0.17306017875671387, 0.3229699432849884, 0.19726479053497314, 0.39448243379592896, 0.2411644011735916, 0.22006790339946747, 0.13637104630470276, 0.233041912317276, 0.1696161925792694, 0.24737685918807983, 0.18752509355545044, 0.14249208569526672, 0.2695606052875519, 0.15404266119003296, 0.17920105159282684, 0.15577466785907745, 0.22128082811832428, 0.23177631199359894, 0.20592044293880463, 0.19805143773555756, 0.2011052668094635, 0.16294871270656586, 0.24278084933757782, 0.13115818798542023, 0.19957995414733887, 0.14884603023529053, 0.27520471811294556, 0.18878595530986786, 0.42746469378471375, 0.2813171148300171, 0.15633679926395416, 0.14006240665912628, 0.15437425673007965, 0.15566179156303406, 0.12598462402820587, 0.16478003561496735, 0.14800353348255157, 0.21992744505405426, 0.2454647719860077, 0.3951852321624756, 0.501872718334198, 0.16309085488319397, 0.09758841246366501, 0.11717984825372696, 0.10323219746351242, 0.19744107127189636, 0.12321659177541733, 0.14173933863639832, 0.13021478056907654, 0.15479151904582977, 0.21635498106479645, 0.2637345790863037]","[0.46548956632614136, 0.8394863605499268, 0.8972712755203247, 0.8812199234962463, 0.927768886089325, 0.9454253315925598, 0.9518458843231201, 0.9229534268379211, 0.9598715901374817, 0.9390048384666443, 0.937399685382843, 0.9630818367004395, 0.9598715901374817, 0.9646869897842407, 0.9775280952453613, 0.9646869897842407, 0.961476743221283, 0.937399685382843, 0.9470304846763611, 0.9486356377601624, 0.9646869897842407, 0.9566613435745239, 0.9759229421615601, 0.9695023894309998, 0.9759229421615601, 0.9791332483291626, 0.9839486479759216, 0.9775280952453613, 0.9791332483291626, 0.9695023894309998, 0.966292142868042, 0.9566613435745239, 0.9341893792152405, 0.9598715901374817, 0.9598715901374817, 0.9855538010597229, 0.9775280952453613, 0.9775280952453613, 0.9855538010597229, 0.9839486479759216, 0.9903692007064819, 0.9919742941856384, 0.9823434948921204, 0.995184600353241, 0.961476743221283, 0.9759229421615601, 0.9454253315925598, 0.9775280952453613, 0.9807383418083191, 0.9839486479759216, 0.9871588945388794, 0.9903692007064819, 0.9855538010597229, 0.9935794472694397, 0.9823434948921204, 0.9919742941856384, 0.9855538010597229, 0.9791332483291626]","[0.6073718070983887, 0.8205128312110901, 0.8621794581413269, 0.8814102411270142, 0.9439102411270142, 0.9519230723381042, 0.9391025900840759, 0.9022436141967773, 0.9375, 0.8910256624221802, 0.9214743375778198, 0.942307710647583, 0.9551281929016113, 0.9310897588729858, 0.9471153616905212, 0.9551281929016113, 0.9487179517745972, 0.9647436141967773, 0.9246794581413269, 0.9375, 0.9615384340286255, 0.9487179517745972, 0.9182692170143127, 0.9503205418586731, 0.9599359035491943, 0.9583333134651184, 0.9519230723381042, 0.9759615659713745, 0.9583333134651184, 0.9599359035491943, 0.9647436141967773, 0.9391025900840759, 0.9358974099159241, 0.9439102411270142, 0.9102563858032227, 0.9407051205635071, 0.9567307829856873, 0.9663461446762085, 0.9615384340286255, 0.9615384340286255, 0.9631410241127014, 0.9647436141967773, 0.9615384340286255, 0.9583333134651184, 0.9439102411270142, 0.9262820482254028, 0.9246794581413269, 0.9615384340286255, 0.9663461446762085, 0.9615384340286255, 0.9695512652397156, 0.9583333134651184, 0.9679487347602844, 0.9711538553237915, 0.9679487347602844, 0.9711538553237915, 0.9711538553237915, 0.9375]",31.4821834564209,0.9579326923076923,"[[153   0   0   0   0   0]
 [  7 151   4   0   0   0]
 [  0   1 151   0   0   0]
 [  0   0   0 101  18   0]
 [  0   0   0   2 116   3]
 [  0   0   0   0   0 125]]"
2,"[1.3562111854553223, 0.48024818301200867, 0.3095346689224243, 0.18805918097496033, 0.18806664645671844, 0.21023258566856384, 0.15705952048301697, 0.17324256896972656, 0.16570638120174408, 0.16056491434574127, 0.11893323808908463, 0.1582406610250473, 0.10104475170373917, 0.08218181878328323, 0.12361814826726913, 0.2075861543416977, 0.23070485889911652, 0.11966363340616226, 0.15019384026527405, 0.049347277730703354, 0.06533943861722946, 0.060434699058532715, 0.10019919276237488, 0.05676297843456268, 0.06410951167345047, 0.04084543138742447, 0.19897092878818512, 0.12099535018205643, 0.05862659960985184, 0.04984825849533081, 0.040810227394104004, 0.027331534773111343, 0.05925788730382919, 0.08743567019701004, 0.0840894877910614, 0.08937431126832962, 0.09278814494609833, 0.05689559131860733, 0.0499878004193306, 0.02957722544670105, 0.061483997851610184, 0.05269952118396759, 0.055458419024944305, 0.06011195108294487, 0.22139866650104523, 0.130336731672287, 0.06381894648075104, 0.04503307119011879, 0.05532200634479523, 0.05733480304479599, 0.06736291944980621, 0.026976363733410835, 0.03074795939028263, 0.016245122998952866, 0.032757822424173355, 0.04990216717123985, 0.018668783828616142, 0.04365445300936699, 0.05786759778857231, 0.04441670700907707, 0.04746449738740921, 0.03511148691177368, 0.04464760422706604, 0.06891988217830658, 0.2576309144496918, 0.1260112226009369, 0.05322256311774254, 0.06678885966539383, 0.030251571908593178, 0.04877651482820511, 0.02245071530342102, 0.03546290472149849, 0.016196787357330322, 0.017452988773584366, 0.01405265275388956, 0.032227225601673126, 0.020638834685087204, 0.016431281343102455, 0.05472443997859955, 0.032188598066568375, 0.01686565764248371, 0.027272289618849754, 0.04921731352806091, 0.029159897938370705, 0.014207391068339348, 0.04972045123577118, 0.058104973286390305, 0.0766347274184227, 0.07636183500289917, 0.032057564705610275, 0.07889986783266068, 0.02752166986465454, 0.02810572274029255, 0.06326109915971756, 0.05303450673818588, 0.023526715114712715, 0.024522211402654648, 0.016735495999455452, 0.014456209726631641, 0.01209042128175497]","[0.7223173975944519, 0.3163008987903595, 0.2920263111591339, 0.19806933403015137, 0.2332824021577835, 0.17176872491836548, 0.29310309886932373, 0.2174762338399887, 0.5150688886642456, 0.15956832468509674, 0.14182864129543304, 0.14264588057994843, 0.21210181713104248, 0.41331198811531067, 0.1738888919353485, 0.2003859281539917, 0.22904488444328308, 0.22811973094940186, 0.145229309797287, 0.17621758580207825, 0.14137226343154907, 0.21116840839385986, 0.13030017912387848, 0.21995380520820618, 0.1765691190958023, 0.2564951181411743, 0.2653181850910187, 0.1527436077594757, 0.15064211189746857, 0.12872888147830963, 0.09253893047571182, 0.14234311878681183, 0.22888895869255066, 0.17099407315254211, 0.12087203562259674, 0.16003632545471191, 0.13672587275505066, 0.261699378490448, 0.12312381714582443, 0.2300683706998825, 0.13727334141731262, 0.19879357516765594, 0.14327645301818848, 0.2668914198875427, 0.1988506019115448, 0.1401885449886322, 0.1327109932899475, 0.1395445317029953, 0.16184616088867188, 0.1942010223865509, 0.1314426064491272, 0.17680777609348297, 0.13779473304748535, 0.16132809221744537, 0.11124327033758163, 0.14431729912757874, 0.16190959513187408, 0.1376553326845169, 0.2181914895772934, 0.20578114688396454, 0.11151790618896484, 0.1545920968055725, 0.17540784180164337, 0.26960715651512146, 0.21799519658088684, 0.20708148181438446, 0.14720381796360016, 0.11063524335622787, 0.16946947574615479, 0.10349394381046295, 0.1611052006483078, 0.15282098948955536, 0.1337733268737793, 0.15344423055648804, 0.17068016529083252, 0.15495170652866364, 0.12706945836544037, 0.1310775727033615, 0.25616002082824707, 0.11637558043003082, 0.35197052359580994, 0.33815401792526245, 0.0738057866692543, 0.11262328922748566, 0.16702783107757568, 0.11768778413534164, 0.12457834184169769, 0.16643159091472626, 0.32351773977279663, 0.3578384518623352, 0.10720964521169662, 0.12794986367225647, 0.12061577290296555, 0.12974727153778076, 0.11235839873552322, 0.10127128660678864, 0.09462542086839676, 0.10353110730648041, 0.08993057906627655, 0.08701279014348984]","[0.43178170919418335, 0.8362760543823242, 0.8780096173286438, 0.9133226275444031, 0.9357945322990417, 0.9117174744606018, 0.937399685382843, 0.9390048384666443, 0.9470304846763611, 0.9470304846763611, 0.9486356377601624, 0.9390048384666443, 0.9566613435745239, 0.9759229421615601, 0.9598715901374817, 0.9518458843231201, 0.9213483333587646, 0.9582664370536804, 0.9470304846763611, 0.9823434948921204, 0.9775280952453613, 0.9759229421615601, 0.9678972959518433, 0.9775280952453613, 0.971107542514801, 0.9807383418083191, 0.9341893792152405, 0.9695023894309998, 0.9759229421615601, 0.9791332483291626, 0.9871588945388794, 0.9887640476226807, 0.9807383418083191, 0.9727126955986023, 0.9743177890777588, 0.9695023894309998, 0.9678972959518433, 0.9743177890777588, 0.9807383418083191, 0.9871588945388794, 0.9807383418083191, 0.9775280952453613, 0.9791332483291626, 0.9775280952453613, 0.932584285736084, 0.9598715901374817, 0.9646869897842407, 0.9839486479759216, 0.9791332483291626, 0.9775280952453613, 0.9759229421615601, 0.9903692007064819, 0.9855538010597229, 0.995184600353241, 0.9887640476226807, 0.9855538010597229, 0.9919742941856384, 0.9839486479759216, 0.9775280952453613, 0.9839486479759216, 0.9775280952453613, 0.9823434948921204, 0.9807383418083191, 0.9727126955986023, 0.9566613435745239, 0.9678972959518433, 0.9743177890777588, 0.9695023894309998, 0.9903692007064819, 0.9871588945388794, 0.9871588945388794, 0.9871588945388794, 0.995184600353241, 0.9935794472694397, 0.9935794472694397, 0.9855538010597229, 0.9919742941856384, 0.9935794472694397, 0.9839486479759216, 0.9903692007064819, 0.9919742941856384, 0.9903692007064819, 0.9903692007064819, 0.9887640476226807, 0.9935794472694397, 0.9871588945388794, 0.9855538010597229, 0.9855538010597229, 0.9823434948921204, 0.9839486479759216, 0.9839486479759216, 0.9887640476226807, 0.9919742941856384, 0.9823434948921204, 0.9823434948921204, 0.9935794472694397, 0.9887640476226807, 0.9919742941856384, 0.9935794472694397, 0.995184600353241]","[0.6987179517745972, 0.8685897588729858, 0.9022436141967773, 0.9342948794364929, 0.9150640964508057, 0.9391025900840759, 0.9054487347602844, 0.9455128312110901, 0.8493589758872986, 0.9375, 0.9567307829856873, 0.9535256624221802, 0.9358974099159241, 0.8926281929016113, 0.9583333134651184, 0.9294871687889099, 0.9455128312110901, 0.9118589758872986, 0.9535256624221802, 0.9583333134651184, 0.9551281929016113, 0.9535256624221802, 0.9551281929016113, 0.9503205418586731, 0.9455128312110901, 0.9310897588729858, 0.932692289352417, 0.9663461446762085, 0.9631410241127014, 0.9695512652397156, 0.9663461446762085, 0.9647436141967773, 0.9471153616905212, 0.9679487347602844, 0.9727563858032227, 0.9583333134651184, 0.9535256624221802, 0.9246794581413269, 0.9695512652397156, 0.9695512652397156, 0.9631410241127014, 0.9439102411270142, 0.9567307829856873, 0.9407051205635071, 0.9375, 0.9551281929016113, 0.9599359035491943, 0.9663461446762085, 0.9615384340286255, 0.9615384340286255, 0.9663461446762085, 0.9631410241127014, 0.9711538553237915, 0.9695512652397156, 0.9599359035491943, 0.9711538553237915, 0.9679487347602844, 0.9599359035491943, 0.9439102411270142, 0.9583333134651184, 0.9679487347602844, 0.9615384340286255, 0.9775640964508057, 0.9294871687889099, 0.942307710647583, 0.942307710647583, 0.9583333134651184, 0.9727563858032227, 0.9615384340286255, 0.9743589758872986, 0.9791666865348816, 0.9615384340286255, 0.9663461446762085, 0.9695512652397156, 0.9727563858032227, 0.9775640964508057, 0.9743589758872986, 0.9791666865348816, 0.9599359035491943, 0.9727563858032227, 0.9679487347602844, 0.9535256624221802, 0.9711538553237915, 0.9727563858032227, 0.9663461446762085, 0.9727563858032227, 0.9647436141967773, 0.9567307829856873, 0.9375, 0.9647436141967773, 0.9631410241127014, 0.9615384340286255, 0.9615384340286255, 0.9679487347602844, 0.9487179517745972, 0.9727563858032227, 0.9679487347602844, 0.9727563858032227, 0.9759615659713745, 0.9743589758872986]",54.02298069000244,0.9819711538461539,"[[153   0   0   0   0   0]
 [  5 153   4   0   0   0]
 [  0   3 149   0   0   0]
 [  0   0   0 119   0   0]
 [  0   0   0   2 119   0]
 [  0   0   0   0   1 124]]"
3,"[1.3112136125564575, 0.5585365295410156, 0.27897170186042786, 0.18281571567058563, 0.18287187814712524, 0.17881345748901367, 0.16942764818668365, 0.13808564841747284, 0.13285452127456665, 0.16034340858459473, 0.11722560971975327, 0.09540380537509918, 0.09410081803798676, 0.16833853721618652, 0.11707190424203873, 0.10652674734592438, 0.08746068924665451, 0.058605872094631195, 0.0981459766626358, 0.07134708762168884, 0.1502717137336731, 0.20819289982318878, 0.09796202927827835, 0.22753377258777618, 0.06955130398273468, 0.068293996155262, 0.05246751755475998, 0.06948403269052505, 0.04036606475710869, 0.035290442407131195, 0.05877024680376053, 0.03233843296766281, 0.1251867562532425, 0.18191084265708923, 0.051910050213336945, 0.06414346396923065, 0.057630326598882675, 0.034409161657094955, 0.052519913762807846, 0.04016166552901268, 0.02661786414682865, 0.041210271418094635, 0.04919310286641121, 0.08125078678131104, 0.05900413170456886, 0.09415457397699356, 0.08160258829593658]","[1.1234996318817139, 0.4732879102230072, 0.35817044973373413, 0.18560029566287994, 0.2725118398666382, 0.15950267016887665, 0.2177550494670868, 0.1263611614704132, 0.3017383813858032, 0.188460111618042, 0.31922006607055664, 0.178426131606102, 0.17116805911064148, 0.33905163407325745, 0.16008859872817993, 0.10007479786872864, 0.12609587609767914, 0.1342511922121048, 0.22435887157917023, 0.1622128188610077, 0.17591707408428192, 0.23313342034816742, 0.9316518902778625, 0.21418246626853943, 0.2334432154893875, 0.1529626101255417, 0.17530131340026855, 0.12813274562358856, 0.13277937471866608, 0.14306364953517914, 0.19480915367603302, 0.15251381695270538, 0.7870098352432251, 0.16489025950431824, 0.2577652633190155, 0.2174491137266159, 0.10297804325819016, 0.16840723156929016, 0.1454007625579834, 0.14902308583259583, 0.11739011853933334, 0.24311862885951996, 0.11091721057891846, 0.1343359500169754, 0.17224331200122833, 0.12920702993869781, 0.10897541046142578]","[0.4285714328289032, 0.80738365650177, 0.8972712755203247, 0.9454253315925598, 0.927768886089325, 0.9438202381134033, 0.9357945322990417, 0.9470304846763611, 0.9502407908439636, 0.9406099319458008, 0.9534510374069214, 0.9582664370536804, 0.961476743221283, 0.9534510374069214, 0.9598715901374817, 0.9598715901374817, 0.9678972959518433, 0.9759229421615601, 0.9727126955986023, 0.9727126955986023, 0.9486356377601624, 0.9390048384666443, 0.966292142868042, 0.9341893792152405, 0.9791332483291626, 0.9791332483291626, 0.9791332483291626, 0.971107542514801, 0.9839486479759216, 0.9839486479759216, 0.9743177890777588, 0.9855538010597229, 0.9566613435745239, 0.9550561904907227, 0.9871588945388794, 0.9743177890777588, 0.9775280952453613, 0.9855538010597229, 0.9743177890777588, 0.9823434948921204, 0.9903692007064819, 0.9823434948921204, 0.9871588945388794, 0.9759229421615601, 0.9855538010597229, 0.9775280952453613, 0.9727126955986023]","[0.5721153616905212, 0.8221153616905212, 0.8477563858032227, 0.9262820482254028, 0.9038461446762085, 0.9358974099159241, 0.9198718070983887, 0.9679487347602844, 0.8910256624221802, 0.9166666865348816, 0.9214743375778198, 0.9455128312110901, 0.9455128312110901, 0.8878205418586731, 0.9535256624221802, 0.9647436141967773, 0.9711538553237915, 0.9503205418586731, 0.942307710647583, 0.9599359035491943, 0.942307710647583, 0.9294871687889099, 0.8557692170143127, 0.9407051205635071, 0.932692289352417, 0.9631410241127014, 0.9615384340286255, 0.9631410241127014, 0.9631410241127014, 0.9599359035491943, 0.9695512652397156, 0.9487179517745972, 0.8413461446762085, 0.9631410241127014, 0.9391025900840759, 0.9407051205635071, 0.9679487347602844, 0.9631410241127014, 0.9583333134651184, 0.9647436141967773, 0.9599359035491943, 0.9375, 0.9695512652397156, 0.9615384340286255, 0.9599359035491943, 0.9551281929016113, 0.9663461446762085]",25.811506271362305,0.9627403846153846,"[[153   0   0   0   0   0]
 [  8 154   0   0   0   0]
 [  0   2 150   0   0   0]
 [  0   0   0 111   8   0]
 [  0   0   0   7 110   4]
 [  0   0   0   0   2 123]]"
4,"[1.494930386543274, 0.6200078725814819, 0.3814242482185364, 0.2306194007396698, 0.20152156054973602, 0.1596594899892807, 0.12691982090473175, 0.16646446287631989, 0.21946981549263, 0.1509293168783188, 0.10902977734804153, 0.16480781137943268, 0.11766786873340607, 0.0919673964381218, 0.08199222385883331, 0.10852129012346268, 0.08500601351261139, 0.13659712672233582, 0.05343279615044594, 0.10038086026906967, 0.08964543789625168, 0.10277915000915527, 0.10959630459547043, 0.06120746210217476, 0.09898773580789566, 0.09454187750816345, 0.13086962699890137, 0.0873601883649826, 0.05429519712924957, 0.03499552235007286, 0.08894149959087372, 0.07253606617450714, 0.06518746167421341, 0.2591712772846222, 0.23553608357906342, 0.10799313336610794, 0.0720110759139061, 0.04573969542980194, 0.0551055446267128, 0.04836719110608101, 0.018063819035887718, 0.0463557094335556, 0.04433707147836685, 0.04222347214818001, 0.019787423312664032, 0.07734885811805725, 0.03154846653342247, 0.04168359562754631, 0.02629108726978302, 0.051734164357185364, 0.04605477675795555, 0.09622014313936234, 0.14046704769134521, 0.07606057077646255, 0.07933824509382248, 0.09943365305662155, 0.034970901906490326, 0.044052377343177795, 0.023812318220734596, 0.02227148227393627, 0.050736527889966965, 0.3011544346809387, 0.07394538074731827, 0.03190777823328972, 0.025970468297600746, 0.03217116370797157, 0.03770815208554268, 0.046829953789711, 0.019088750705122948, 0.022241845726966858, 0.01266759354621172, 0.014481905847787857, 0.02109803445637226, 0.15374842286109924, 0.05403885990381241, 0.054395973682403564, 0.03961990401148796]","[0.8250166177749634, 0.5318659543991089, 0.2115333527326584, 0.19671696424484253, 0.2125369757413864, 0.20159482955932617, 0.25964993238449097, 0.25009170174598694, 0.22587138414382935, 0.17211481928825378, 0.167499840259552, 0.21395047008991241, 0.19058863818645477, 0.15396440029144287, 0.2149139791727066, 0.21103736758232117, 0.18389572203159332, 0.17120301723480225, 0.19061551988124847, 0.1848854273557663, 0.16283324360847473, 0.19974078238010406, 0.16046912968158722, 0.25237393379211426, 0.1949433833360672, 0.22388699650764465, 0.2176021933555603, 0.1455661952495575, 0.18324849009513855, 0.2951723039150238, 0.1119750440120697, 0.14636600017547607, 0.1827864944934845, 0.16526676714420319, 0.18154814839363098, 0.23035462200641632, 0.23807762563228607, 0.21806704998016357, 0.2163901925086975, 0.13867318630218506, 0.21878692507743835, 0.1559811383485794, 0.1403007060289383, 0.15981711447238922, 0.2124827653169632, 0.1816239207983017, 0.15286676585674286, 0.13128018379211426, 0.2681548297405243, 0.21152354776859283, 0.4836962819099426, 0.202546164393425, 0.22669635713100433, 0.31406405568122864, 0.24785420298576355, 0.20040692389011383, 0.18188026547431946, 0.25278833508491516, 0.2189253568649292, 0.2724420726299286, 0.39015454053878784, 0.29118359088897705, 0.2585071921348572, 0.2944324016571045, 0.22819827497005463, 0.26877328753471375, 0.30199408531188965, 0.23156285285949707, 0.28674080967903137, 0.23691977560520172, 0.25843530893325806, 0.31562352180480957, 0.21518272161483765, 0.2101205438375473, 0.17200303077697754, 0.20782311260700226, 0.16963103413581848]","[0.33707866072654724, 0.7849116921424866, 0.8571428656578064, 0.9069020748138428, 0.9293739795684814, 0.9454253315925598, 0.9518458843231201, 0.932584285736084, 0.9149277806282043, 0.9470304846763611, 0.9534510374069214, 0.942215085029602, 0.9518458843231201, 0.9678972959518433, 0.9727126955986023, 0.9646869897842407, 0.9646869897842407, 0.9566613435745239, 0.971107542514801, 0.966292142868042, 0.961476743221283, 0.961476743221283, 0.9566613435745239, 0.9775280952453613, 0.9646869897842407, 0.9630818367004395, 0.961476743221283, 0.9695023894309998, 0.9775280952453613, 0.9823434948921204, 0.961476743221283, 0.9743177890777588, 0.9775280952453613, 0.942215085029602, 0.9357945322990417, 0.9630818367004395, 0.9678972959518433, 0.9839486479759216, 0.9855538010597229, 0.9823434948921204, 0.9935794472694397, 0.9759229421615601, 0.9839486479759216, 0.9855538010597229, 0.9903692007064819, 0.9759229421615601, 0.9855538010597229, 0.9823434948921204, 0.9871588945388794, 0.9727126955986023, 0.9807383418083191, 0.9678972959518433, 0.9598715901374817, 0.9807383418083191, 0.9743177890777588, 0.966292142868042, 0.9871588945388794, 0.9823434948921204, 0.9919742941856384, 0.9903692007064819, 0.9823434948921204, 0.932584285736084, 0.9855538010597229, 0.9903692007064819, 0.9887640476226807, 0.9823434948921204, 0.9791332483291626, 0.9759229421615601, 0.9903692007064819, 0.9919742941856384, 0.995184600353241, 0.995184600353241, 0.9919742941856384, 0.9566613435745239, 0.9807383418083191, 0.9791332483291626, 0.9839486479759216]","[0.7307692170143127, 0.8205128312110901, 0.9182692170143127, 0.9294871687889099, 0.9375, 0.9230769276618958, 0.8878205418586731, 0.9198718070983887, 0.9198718070983887, 0.942307710647583, 0.9407051205635071, 0.9294871687889099, 0.9375, 0.9551281929016113, 0.932692289352417, 0.9407051205635071, 0.9519230723381042, 0.9439102411270142, 0.9487179517745972, 0.9503205418586731, 0.9551281929016113, 0.9535256624221802, 0.9519230723381042, 0.9407051205635071, 0.9503205418586731, 0.9487179517745972, 0.9455128312110901, 0.9583333134651184, 0.9567307829856873, 0.9358974099159241, 0.9647436141967773, 0.9439102411270142, 0.9407051205635071, 0.9455128312110901, 0.9519230723381042, 0.942307710647583, 0.9535256624221802, 0.9358974099159241, 0.9583333134651184, 0.9647436141967773, 0.9631410241127014, 0.9631410241127014, 0.9647436141967773, 0.9631410241127014, 0.9551281929016113, 0.9599359035491943, 0.9711538553237915, 0.9583333134651184, 0.9551281929016113, 0.9631410241127014, 0.9439102411270142, 0.9631410241127014, 0.9663461446762085, 0.9519230723381042, 0.9583333134651184, 0.9615384340286255, 0.9615384340286255, 0.9663461446762085, 0.9679487347602844, 0.9647436141967773, 0.9503205418586731, 0.9487179517745972, 0.9583333134651184, 0.9695512652397156, 0.9647436141967773, 0.9679487347602844, 0.9631410241127014, 0.9679487347602844, 0.9631410241127014, 0.9679487347602844, 0.9663461446762085, 0.9599359035491943, 0.9599359035491943, 0.9439102411270142, 0.9599359035491943, 0.9567307829856873, 0.9599359035491943]",41.93413805961609,0.9663461538461539,"[[152   1   0   0   0   0]
 [  4 155   3   0   0   0]
 [  0   3 149   0   0   0]
 [  0   0   0 108  11   0]
 [  0   0   0   3 116   2]
 [  0   0   0   0   1 124]]"
