,14,21,28,35,42,49,56,63,70,77,84,91,98,105,112,119,126,133,140,147,154,161,168,175,182,189,196,203,210,217,224,231,238,245,252,259,266,273,280,287,294,301,308,315,322,329,336,343,350,357,364,371,378,385,392,399,406,413,420,427,434,441,448,455
14,0.0004014530076486,0.0005570636035554,0.0008539955693632,0.001047910093095,0.0010927970533334,0.0010406603577572,0.0009779064840023,0.0009572568719772,0.0009851039031411,0.0010526402600155,0.0011440348547173,0.0012426297493877,0.0013546680283135,0.001511305960269,0.0017265651705369,0.0019717094779522,0.0021966094244997,0.0023631261974097,0.0024573781183034,0.0024825578437104,0.0024498432434916,0.0023695879992763,0.0022519883288202,0.0021058561930086,0.0019435542285107,0.001781310782567,0.0016475474946601,0.0015844387323088,0.0016368277644898,0.0018159148197754,0.0020875023943539,0.0023943432477136,0.0026874156712579,0.0029356394314862,0.0031287468523621,0.0032706015407972,0.0033727993578379,0.0034446742989968,0.0034900694622377,0.0035052322501802,0.0034840315082789,0.0034221151636229,0.0033237854536979,0.0032024660028013,0.0030796575498544,0.0029772639602619,0.0029112261349539,0.0028849068214618,0.0028900354774784,0.0029100970258725,0.0029283930623167,0.0029326879101364,0.0029175485880986,0.0028807621128415,0.0028221833408228,0.0027417054188363,0.0026418642507782,0.0025285556389934,0.0024105437815616,0.0022948832193266,0.0021827113438823,0.0020678386842724,0.0019430132349387,0.0018085975628071
21,0.0004394406900165,0.0006204293384835,0.0008539055704523,0.0009551428288392,0.0009205251757924,0.0008357214831541,0.0007853219319991,0.0007863010552581,0.0008286585822535,0.0009170214427,0.0010433769308475,0.0011950321838197,0.0013845591276334,0.0016314834396263,0.0019174398149176,0.0021886320937997,0.002391937635829,0.0024993587491638,0.0025120959195153,0.0024489070688915,0.0023372064117487,0.0022039750423835,0.0020743428322537,0.001965667758692,0.0018887825911527,0.0018474785344349,0.001846380494081,0.0018926762782999,0.0019949290742096,0.0021508030150384,0.0023442660817376,0.0025472137212219,0.0027333791058329,0.0028858400794938,0.0030021810468804,0.003089303581956,0.003158380026311,0.0032156707330521,0.0032610602154644,0.0032875254674957,0.0032875815223611,0.0032572592500645,0.0032023587606008,0.0031374960971067,0.0030835153658598,0.0030583548597795,0.0030709561383278,0.0031163473062281,0.003179039105349,0.0032382716252885,0.0032763454613544,0.003282748547892,0.0032560854985971,0.0031988840085899,0.0031145881924683,0.0030045246423405,0.0028702202787637,0.0027161983243468,0.0025512538448334,0.002384818198932,0.0022220620663031,0.0020601609377625,0.0018933192915671,0.0017217495169271
28,0.0004875609035865,0.0006345779072839,0.0007910971443548,0.0008122235543479,0.0007388404937727,0.0006795805085349,0.0006715114771136,0.0006747352756497,0.000699851697952,0.0008006963995804,0.0009787532040083,0.0012090640161634,0.0014892138616404,0.0018098982387581,0.0021254173471327,0.0023730048233048,0.0025078726003561,0.002518126513657,0.0024241127687717,0.0022648279512647,0.0020888719129012,0.0019423649880265,0.0018590851155575,0.0018455951392597,0.0018848638192965,0.0019501160731177,0.0020226978770321,0.0020956444758885,0.0021730588294012,0.0022594533137644,0.0023548770234345,0.0024503910777782,0.0025350949801963,0.0026022135740858,0.0026551147756158,0.0027029461882572,0.0027561233930269,0.0028178321650218,0.002883901280811,0.0029443789858816,0.0029909795571856,0.0030206889577419,0.0030398766008968,0.0030611325860425,0.0030987553658889,0.0031609487061416,0.0032468421812136,0.0033457074291886,0.0034406696374858,0.0035127046094558,0.003546901245944,0.0035359028392385,0.0034818064178471,0.0033911736997879,0.0032705583426643,0.0031229684580849,0.0029494330517325,0.0027530273690288,0.0025420210260617,0.002327234030917,0.0021172959124073,0.001912742611086,0.0017097363032819,0.0015087750088107
35,0.0005028771765029,0.0005959854558508,0.0006927964712099,0.0006862050273702,0.0006624170787462,0.000691483471542,0.0007059809809222,0.0006517586942061,0.000608038799353,0.000714479271466,0.0009632674005248,0.0012804383373965,0.0016336377518613,0.0019880814412781,0.0022848893677674,0.0024640927187395,0.0024956690194982,0.0023880635319661,0.0021844400929857,0.0019489341093146,0.0017554842789828,0.0016634468009786,0.0016867709943255,0.0017862375398697,0.0019079984926055,0.0020129579083557,0.0020843696689171,0.0021207825225896,0.0021327305637387,0.0021339098904554,0.002135389720123,0.0021392616639968,0.0021423137665039,0.0021426848546314,0.0021477236899766,0.0021706342509985,0.0022237557084206,0.0023089750316979,0.0024178141931018,0.0025364818122235,0.0026546360977336,0.0027686351110262,0.0028819717189552,0.0030004688963498,0.0031273507974097,0.0032601697817313,0.0033915421237095,0.0035109503495435,0.0036059621190315,0.0036634027223668,0.0036728233005764,0.0036300908054761,0.0035394061006381,0.0034099863521204,0.0032505062126746,0.0030653634333691,0.0028552125713303,0.0026215234717375,0.002371410942493,0.0021160834137895,0.0018668724903996,0.0016278713980413,0.0013982250562744,0.0011806705453602
42,0.0004719357449531,0.0005361572597609,0.000634858849101,0.0006971003210031,0.000792227454554,0.0008775231372036,0.0008493361069553,0.000691093242852,0.0005474129226334,0.0006671511324462,0.0009947500347261,0.0013795297122236,0.0017667671275401,0.0021083796155195,0.0023434368167455,0.0024224419277027,0.0023349081269816,0.0021137151924666,0.0018293923032676,0.0015769853076781,0.0014511727771493,0.0014842046548753,0.0016191099647721,0.0017740209899652,0.001898199527528,0.0019719574473209,0.0019951416957054,0.0019766670912721,0.0019326905559637,0.0018811206651055,0.0018341481061411,0.0017915132045762,0.0017452382495618,0.0016920097439436,0.0016451195133338,0.0016324668861743,0.0016809947851206,0.0017971134862088,0.001964754586832,0.0021599354381301,0.0023645605281398,0.0025700849898657,0.002773199177826,0.0029709780615441,0.00315667639944,0.0033216708516173,0.0034578063572656,0.0035597884988512,0.0036229768494965,0.003641995107279,0.0036110683684984,0.0035284452644727,0.003398757143011,0.0032320080542237,0.0030378113865753,0.0028212630053995,0.0025826890732908,0.0023219259630065,0.0020444324250967,0.0017610981018069,0.0014855142358801,0.0012265692587813,0.0009902030834649,0.0007902617821379
49,0.0004139971800541,0.0005295159356729,0.0007100592624124,0.0008848526703677,0.0010520072681301,0.0011191219684558,0.0010059842917822,0.0007343009433369,0.000501266721271,0.0006590928630618,0.0010504119697926,0.001463953520919,0.0018403226744045,0.0021283926047436,0.0022730974693088,0.002241972326624,0.0020494444874502,0.0017591582112871,0.0014765295784511,0.0013219657806955,0.0013495812555038,0.0014898554964226,0.0016416329279978,0.0017501819604252,0.001806891258277,0.0018252941533449,0.0018239239093721,0.0018170879764017,0.0018146537334989,0.0018197395480625,0.0018225777725654,0.0018012981084617,0.0017335969570811,0.0016141085663594,0.0014671230572424,0.0013499610359046,0.0013327460626486,0.0014473682824974,0.0016627090597078,0.0019274828229492,0.0022049993688859,0.0024774415849111,0.002734210404171,0.0029661619946807,0.0031615434418312,0.0033106450396038,0.0034085258052201,0.0034575773821052,0.0034621425882725,0.0034251504210555,0.0033449443061904,0.003220723874323,0.0030557067990682,0.0028586968680314,0.0026389546690497,0.0024017915780413,0.0021474470405949,0.0018749099039306,0.0015885906193002,0.0013002036671706,0.001028468600737,0.0007966653439997,0.0006399986311362,0.0006084804640951
56,0.0003893524669235,0.0006364864417863,0.000908522118015,0.0011505928990846,0.0013215523603452,0.0013251766996896,0.0011117066002464,0.0007386806138529,0.0004565279326887,0.0006763573960827,0.0010950196241525,0.0014933366225558,0.0018210906975442,0.0020321534115621,0.0020845927888118,0.0019710659963864,0.0017404261542685,0.0014968535373955,0.0013654875460891,0.0013981793115862,0.001519695048202,0.0016263129975697,0.0016691700159508,0.0016601351894512,0.0016516668947698,0.0016977715713341,0.0018154466483061,0.0019809205897778,0.0021552673444459,0.0023019071224981,0.0023867702406285,0.0023803983453482,0.0022652489326664,0.0020470436119604,0.0017637072255192,0.0014915037183922,0.0013391541657398,0.0013867244208086,0.0016013572432791,0.0018935677118013,0.002199165978468,0.0024882871482119,0.0027446005356195,0.002956020323885,0.0031098411677937,0.0031984129584251,0.0032217479171341,0.00319062175201,0.0031184615194734,0.0030160397576935,0.0028850162071901,0.0027237092775032,0.0025321515977002,0.0023163337690646,0.0020843849821307,0.0018424830541819,0.0015928680756953,0.0013381206751838,0.0010891177055445,0.0008728736521187,0.0007369669400651,0.0007296857140693,0.0008470274173332,0.0010408183446643
63,0.0004598449906826,0.0008202971875977,0.0011411786196929,0.0013976100962584,0.0015292709871443,0.0014489883534987,0.0011389164882845,0.0006921027932168,0.0004166167737255,0.0006942066480321,0.0010936867933548,0.0014409007591136,0.0017034772605815,0.0018479310841734,0.0018542517477578,0.0017510466849592,0.0016258414442615,0.0015835279708435,0.0016525235471632,0.0017583715654984,0.0018062004396763,0.0017493841454676,0.0016150527910146,0.0015116619269663,0.0015834727381387,0.0018665227159077,0.002261491097959,0.0026587614047352,0.0029884670582905,0.0032095498609573,0.0032938656515861,0.0032236996391798,0.0029978106467544,0.0026399710907999,0.0022067951617824,0.0017921059825815,0.0015249824883449,0.0015082026087575,0.0017038927402469,0.0019908631138367,0.0022831830348642,0.0025426205685825,0.0027509569077552,0.0028967983984952,0.0029697227719003,0.0029663031555989,0.0028923565929963,0.0027667604027178,0.002611562955926,0.0024444056636087,0.0022691517036768,0.0020815282207805,0.0018772045517443,0.0016595407850752,0.0014378573752771,0.0012253142541325,0.0010384036998914,0.0009045011493822,0.0008615086073839,0.0009313538915435,0.0010922342088682,0.0013049043950387,0.0015415413148633,0.0017867545455545
70,0.0005987840693605,0.0010059475881441,0.0013341388021245,0.0015698811389886,0.0016417358532644,0.0014781422962704,0.0010949442922664,0.0006215882696962,0.0004075863618465,0.0006880334795856,0.0010231051195258,0.001307537654862,0.0015319853356433,0.001680423239025,0.0017568527074571,0.0018104161116182,0.0019016515689448,0.0020371715605869,0.0021526440995179,0.0021641470512867,0.0020207048877156,0.0017385057512434,0.0014515742276132,0.0014445287074294,0.001859621918593,0.0024882437578507,0.0031223263256878,0.0036528473186516,0.0040261552775861,0.0042152018646726,0.0042056400731064,0.0039950267387782,0.0036010275319332,0.0030681921208479,0.0024756422428775,0.001941566239905,0.001619937133257,0.0016103304393621,0.0018255136719167,0.0021080326499144,0.0023664654472534,0.0025664732505879,0.0026954621467206,0.0027475884175538,0.0027179672841292,0.0026090628322433,0.0024329266566541,0.0022154344399971,0.0019861038817491,0.0017679930820404,0.0015659827573104,0.0013727198442773,0.0011822732507565,0.0010049817666758,0.0008706869863234,0.0008241229388718,0.0008947614892263,0.0010696833563087,0.0013111638123861,0.001584840386117,0.0018658558577975,0.0021394666579271,0.0024000479494775,0.0026454718466522
